Epoch: 0, Loss D: 0.06798812747001648, Loss G: 3.048783779144287, MMD: 0.07182178646326065, EMD: 0.36048529709410104, GPU Memory: 407/8192 MiB, GPU Utilization: 21%
Epoch: 1, Loss D: 0.6432905197143555, Loss G: 0.9076069593429565, MMD: 0.08074098080396652, EMD: 0.2978455959850452, GPU Memory: 407/8192 MiB, GPU Utilization: 13%
Traceback (most recent call last):
  File "/homes/hp921/y3finalproject/models/vanilla/vanilla_gan.py", line 114, in <module>
    opt_gen.zero_grad()
  File "/usr/local/lib/python3.8/dist-packages/torch/optim/optimizer.py", line 456, in zero_grad
    with torch.autograd.profiler.record_function(self._zero_grad_profile_name):
  File "/usr/local/lib/python3.8/dist-packages/torch/autograd/profiler.py", line 492, in __enter__
    self.record = torch.ops.profiler._record_function_enter_new(self.name, self.args)
KeyboardInterrupt
Epoch: 0, Loss D: 0.17737805843353271, Loss G: 2.1944220066070557, MMD: 0.07149142771959305, EMD: 0.3487515492459802, GPU Memory: 407/8192 MiB, GPU Utilization: 25%
Epoch: 1, Loss D: 0.45347630977630615, Loss G: 1.13151216506958, MMD: 0.08143269270658493, EMD: 0.31724016236568664, GPU Memory: 407/8192 MiB, GPU Utilization: 23%
Epoch: 2, Loss D: 0.5983464121818542, Loss G: 0.9210387468338013, MMD: 0.08575856685638428, EMD: 0.3118321735454436, GPU Memory: 407/8192 MiB, GPU Utilization: 20%
Epoch: 3, Loss D: 0.37080150842666626, Loss G: 1.3598175048828125, MMD: 0.08296175301074982, EMD: 0.284088169806, GPU Memory: 589/8192 MiB, GPU Utilization: 31%
Epoch: 4, Loss D: 0.4209826588630676, Loss G: 1.3404691219329834, MMD: 0.06771592795848846, EMD: 0.26514652502079483, GPU Memory: 609/8192 MiB, GPU Utilization: 28%
Epoch: 5, Loss D: 0.6187139749526978, Loss G: 0.9535427093505859, MMD: 0.07099463045597076, EMD: 0.243199108119761, GPU Memory: 609/8192 MiB, GPU Utilization: 36%
Epoch: 6, Loss D: 0.5568236112594604, Loss G: 1.1659270524978638, MMD: 0.06539751589298248, EMD: 0.23601384796709063, GPU Memory: 609/8192 MiB, GPU Utilization: 38%
Epoch: 7, Loss D: 0.8918761014938354, Loss G: 0.6861938238143921, MMD: 0.06398633122444153, EMD: 0.23347636640511382, GPU Memory: 609/8192 MiB, GPU Utilization: 39%
Epoch: 8, Loss D: 0.5652790665626526, Loss G: 0.9557511806488037, MMD: 0.06329481303691864, EMD: 0.21570516985806587, GPU Memory: 793/8192 MiB, GPU Utilization: 61%
Epoch: 9, Loss D: 0.464914470911026, Loss G: 1.185362696647644, MMD: 0.06316520273685455, EMD: 0.17553838981943698, GPU Memory: 813/8192 MiB, GPU Utilization: 51%
Epoch: 10, Loss D: 0.7491453886032104, Loss G: 0.7459465861320496, MMD: 0.06328040361404419, EMD: 0.1868450887919765, GPU Memory: 813/8192 MiB, GPU Utilization: 53%
Epoch: 11, Loss D: 0.6529155373573303, Loss G: 1.1524293422698975, MMD: 0.06250328570604324, EMD: 0.20353151583097312, GPU Memory: 813/8192 MiB, GPU Utilization: 55%
Epoch: 12, Loss D: 0.5913962721824646, Loss G: 1.131486177444458, MMD: 0.06250010430812836, EMD: 0.15002188375439118, GPU Memory: 813/8192 MiB, GPU Utilization: 54%
Epoch: 13, Loss D: 0.7228007316589355, Loss G: 1.1631107330322266, MMD: 0.0625, EMD: 0.13746135815584434, GPU Memory: 813/8192 MiB, GPU Utilization: 57%
Epoch: 14, Loss D: 0.6541445851325989, Loss G: 0.9366726875305176, MMD: 0.0625, EMD: 0.14366877086236202, GPU Memory: 813/8192 MiB, GPU Utilization: 55%
Epoch: 15, Loss D: 0.6220213770866394, Loss G: 1.1239323616027832, MMD: 0.0625, EMD: 0.13883237256031142, GPU Memory: 813/8192 MiB, GPU Utilization: 58%
Epoch: 16, Loss D: 0.48954904079437256, Loss G: 1.036872386932373, MMD: 0.0625000074505806, EMD: 0.12750635198752472, GPU Memory: 813/8192 MiB, GPU Utilization: 58%
Epoch: 17, Loss D: 0.5803013443946838, Loss G: 1.093653917312622, MMD: 0.0625, EMD: 0.13869222740550075, GPU Memory: 813/8192 MiB, GPU Utilization: 48%
Epoch: 18, Loss D: 0.5951575040817261, Loss G: 1.0285906791687012, MMD: 0.0625, EMD: 0.1440591902514013, GPU Memory: 813/8192 MiB, GPU Utilization: 56%
Epoch: 19, Loss D: 0.5683676600456238, Loss G: 1.2072453498840332, MMD: 0.0625, EMD: 0.13683866352261834, GPU Memory: 813/8192 MiB, GPU Utilization: 61%
Epoch: 20, Loss D: 0.5918906927108765, Loss G: 0.9630681276321411, MMD: 0.0625, EMD: 0.12162566134391371, GPU Memory: 813/8192 MiB, GPU Utilization: 58%
Epoch: 21, Loss D: 0.5405879616737366, Loss G: 1.325753927230835, MMD: 0.0625, EMD: 0.12737305313595587, GPU Memory: 813/8192 MiB, GPU Utilization: 49%
Epoch: 22, Loss D: 0.7718685865402222, Loss G: 1.1496813297271729, MMD: 0.0625, EMD: 0.13718669099559325, GPU Memory: 813/8192 MiB, GPU Utilization: 54%
Epoch: 23, Loss D: 0.5716460943222046, Loss G: 1.0817465782165527, MMD: 0.0625, EMD: 0.13371134237707116, GPU Memory: 813/8192 MiB, GPU Utilization: 61%
Epoch: 24, Loss D: 0.7250238656997681, Loss G: 0.8627609014511108, MMD: 0.0625, EMD: 0.13587621490888077, GPU Memory: 813/8192 MiB, GPU Utilization: 64%
Epoch: 25, Loss D: 0.6885558366775513, Loss G: 0.9302438497543335, MMD: 0.0625, EMD: 0.12974981409771127, GPU Memory: 813/8192 MiB, GPU Utilization: 52%
Epoch: 26, Loss D: 0.6350821852684021, Loss G: 0.9222475290298462, MMD: 0.0625, EMD: 0.1262052316439102, GPU Memory: 813/8192 MiB, GPU Utilization: 51%
Epoch: 27, Loss D: 0.5305882692337036, Loss G: 1.452890157699585, MMD: 0.0625, EMD: 0.12241890604884145, GPU Memory: 813/8192 MiB, GPU Utilization: 65%
Epoch: 28, Loss D: 0.519248366355896, Loss G: 1.30637788772583, MMD: 0.0625, EMD: 0.13259585089198184, GPU Memory: 813/8192 MiB, GPU Utilization: 46%
Epoch: 29, Loss D: 0.7794761061668396, Loss G: 0.6454360485076904, MMD: 0.0625, EMD: 0.12499735896277896, GPU Memory: 813/8192 MiB, GPU Utilization: 53%
